MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCCVariance1,MFCCVariance2,MFCCVariance3,MFCCVariance4,MFCCVariance5,MFCCVariance6,MFCCVariance7,MFCCVariance8,MFCCVariance9,MFCCVariance10,MFCCVariance11,MFCCVariance12,MFCCVariance13,energy,duration,Acoustic1,Acoustic2,Acoustic3,Acoustic4,Acoustic5,Acoustic6,Acoustic7,Acoustic8,Acoustic9,Acoustic10,Acoustic11,Acoustic12,Acoustic13,Acoustic14,Acoustic15,Acoustic16,Acoustic17,Acoustic18,Acoustic19,Acoustic20,Acoustic21,Acoustic22,Acoustic23,Acoustic24,Acoustic25,Acoustic26,Acoustic27,Acoustic28
1.45535028,-0.680367093,-0.116508027,-1.12148768,-0.56699348,-0.531462695,-0.307501722,-0.354405745,-0.461148689,-0.282983589,-0.517364931,-0.3308967,-0.48600012,-1.58420786,-0.035302231,0.429715462,0.116220708,0.127750635,-0.100918551,0.289352671,-1.65209164,-0.340419175,0.284932215,-0.525592031,-0.219954443,-1.20255815,-0.26173008,-0.931355677,-0.858196962,-1.0356988,-0.629963894,-0.302426131,-0.705814581,-0.702515688,-0.942303807,-0.913541727,-0.772068663,-0.556327717,-1.0198132,-0.768959485,0.530205971,-1.89881571,-0.163108102,0.966380057,-0.660579151,-0.184716455,-1.11788684,-0.321669806,0.61057173,-0.471154185,-0.478619939,-0.831007971,-0.385921074,-0.414475879,-0.014249772,0.795428132
1.25455747,-0.394782686,-1.33634572,-1.25898827,-0.665216075,-0.919484585,-0.28230009,-0.521765235,-0.680926067,-0.605977826,-0.502286506,-0.566084608,-0.574134754,-1.40272271,-1.15881822,-0.993711772,-0.339431596,-0.879615987,-0.71684673,0.011187953,-1.49682608,-0.151012697,-0.307779236,-0.136318884,-1.49789253,-1.01541714,-0.357460967,-0.453065523,-1.12807964,-1.23982964,-0.799118251,-0.423490902,-1.1112614,-1.11452702,-0.674406847,-0.647743402,-0.509034424,-0.339955573,-1.15632075,-0.827054087,-0.114832757,-1.30171491,-0.539723034,-0.012266984,-1.20044309,-0.182430741,-1.11788684,-0.832622335,1.4492819,-1.10658166,-1.12431031,-0.682658015,-0.14447474,-0.400771535,-0.178659826,0.795428132
0.379139377,-1.18565984,-1.0229278,-1.113168,-0.126007194,-0.569113603,-0.210874527,-0.25301376,-0.417144762,-0.303647053,-0.303516421,-0.230870127,-0.389273157,0.119323811,-0.549083984,-1.72286653,-0.852347918,0.112568164,-0.296539635,-0.061526891,-0.520178838,1.38190289,0.038203551,-0.19792453,-0.914877154,0.063758509,-0.691869545,-0.720528463,-0.486449838,-0.797037367,-0.357693172,0.011053828,-0.233392697,-0.250142473,-0.979425664,-1.08085688,-0.553453527,-0.147166228,-1.31363333,-0.8569793,1.53782115,-1.6568553,0.821469445,1.74922575,-0.784471498,-0.155316622,-1.11788684,0.089122158,-0.647493528,-0.492513092,-0.483956223,-0.869852683,-0.117647369,-0.044458584,0.053448486,1.19422325
1.10201436,-1.66824,-0.138314801,-1.52363656,-1.69834918,-0.878112307,-0.943095424,-0.814891432,-0.913381681,-0.887026463,-0.729396942,-0.916040244,-0.945338689,-2.4365919,-1.47048921,1.76751151,-1.35716641,-1.17652279,0.391894601,1.30437857,0.805962615,-1.33312557,-0.229825206,0.20894257,-1.02661356,0.271410142,-0.585959674,-0.64338489,-0.850864397,-1.14029319,-0.492962643,-0.110729258,-0.704608946,-0.732027489,-0.51149876,-0.374523675,-0.450256628,-0.41791228,-1.14472997,-0.801011326,0.798275469,-1.53748932,0.200544855,0.527067878,-1.04673255,-0.184991631,-1.11788684,-0.52504959,1.02992682,-0.567269265,-0.580009336,-0.973091855,-0.023751572,0.092584858,0.082462025,-0.002162097
1.3873434,-0.390575555,0.007087048,-1.52455096,-0.803583014,-0.856641976,-0.601086194,-0.659275126,-0.798611719,-0.783309264,-0.76865528,-0.656119447,-0.754361409,-1.7757328,-1.53946052,-0.019464673,-1.01112438,2.24248621,-1.0306458,-0.992772166,0.338137627,0.863445377,-0.807406316,-0.48939333,-1.66751113,-0.575059816,0.49498784,-0.324492902,-1.04000682,-1.11351411,-0.829823481,-0.604283008,-0.762591216,-0.714443771,-0.469488574,-0.434996497,-0.389549388,-0.29601579,-0.919986974,-0.722829699,0.145890565,-1.13742192,-0.249899293,0.21509057,-0.588419429,-0.187114415,-1.11788684,-0.780228687,-1.06684861,-0.428436372,-0.41458453,-0.543395628,-0.4529895,-0.318545469,0.101804384,-0.135093802
0.942553718,-0.979238048,-0.44685624,-1.24344,-1.04296073,-1.08054588,-0.629162218,-0.826008055,-0.826798393,-0.952624388,-0.911327015,-0.983096223,-0.942758064,0.166632414,-1.62725916,0.021575784,-0.112185629,-0.11369137,-0.237127844,0.606571266,-0.66924003,-1.37597433,-1.24017916,-1.64313769,-1.40225234,-1.62414079,0.096366128,-0.360492721,-0.912817587,-1.01975602,-0.806390243,-0.504153601,-0.659905909,-0.621255462,-0.368720386,-0.48496236,-0.350900721,-0.211638291,-0.93309664,-0.74163646,0.437015702,-1.19061831,-0.005466951,0.72333118,-0.675868928,-0.155316622,-1.11788684,-0.327550425,-1.06684861,-0.412417192,-0.398575677,-0.254034522,0.029903169,-0.57892801,-0.430110496,-0.268025503
1.07995616,-0.932267523,-0.856766501,-1.68130348,-1.36183222,-1.34412031,-0.80387728,-1.14751939,-1.21673703,-0.985206192,-1.09724478,-1.12057537,-1.12171407,-0.976724752,-0.019499757,-1.54116016,-1.18016889,-0.752872994,0.29174156,-0.331433717,0.418196298,1.39687225,-1.43518011,0.623128692,-0.93559198,-1.06372589,-0.419579361,-0.201063185,-0.974044679,-1.02351287,-0.82447511,-0.582409518,-0.783834664,-0.740563987,-0.054977285,-0.516972064,-0.065717876,0.212091231,-0.937646634,-0.755495962,0.27629172,-1.01145896,-0.089739263,0.455538571,-0.932180404,-0.184991631,-1.11788684,-0.919052103,-0.228138442,-0.898332318,-0.894850097,-0.784976418,-0.251784222,0.2296283,0.343583875,-0.135093802
1.22234477,0.210566761,0.791011084,-1.09870471,-0.73701137,-0.668518319,-0.102344175,-0.302134542,-0.353489436,-0.391281157,-0.399590212,-0.298039289,-0.40982089,-2.23654291,-0.105113727,-1.16581372,0.244616032,0.473494523,2.36445519,-0.566551124,-0.985980227,-0.677859118,-0.990471964,-0.934498296,-0.78677792,-1.29392259,-0.543690686,-0.504494058,-0.699217038,-1.01051293,-0.193292942,-0.448855651,-0.471489408,-0.429633735,-0.45039572,-0.513196725,-0.374888989,-0.229011767,-1.02414596,-0.758338465,0.871755431,-1.36284929,0.326765781,0.816325951,-0.698350815,-0.179345026,-1.11788684,-0.178406044,-0.647493528,-0.401737739,-0.393239393,-0.852503861,-0.399334759,0.188515268,0.420953312,-0.66682062
1.80214976,-0.804175849,-0.419108227,-1.82625308,-1.02145172,-1.53927412,-0.973114055,-0.793735788,-1.2662795,-1.08105432,-1.02964965,-1.07834599,-1.08124615,-3.10718485,-1.6034685,-1.1565003,-2.49400025,-1.02612723,-1.72142629,1.25889654,2.8038217,-0.291534483,-1.0527707,-0.627949341,-0.860122357,-0.782780297,-0.268172207,-0.63309908,-0.485234446,-0.723028569,-0.368798297,-0.462609269,-0.271250742,-0.214338693,-0.70344076,-0.617426947,-0.60680403,-0.49664907,-1.00090336,-0.767967197,1.14203207,-1.51086554,0.518083261,1.40608847,-0.550218658,-0.187876119,-1.11788684,-0.027453573,-0.647493528,-0.439115825,-0.430593382,-0.196593094,-0.466403186,-0.537814977,-0.043263311,-0.400957209
1.48198765,0.43718478,-0.339193706,-0.620661945,0.283833992,-0.203783596,0.164976515,0.136555209,-0.090746089,-0.085205698,-0.03216949,0.054683851,0.002934992,-2.6932883,-0.97263806,-0.428225989,-0.09400458,1.4136003,-1.11528944,-0.761669519,-0.583887333,-0.379401408,0.018960466,-1.32301598,-1.70285139,-1.09518669,0.120495035,0.020082239,-0.971695375,-1.19190619,-0.591124247,-0.3019078,-0.862788293,-0.869643816,0.053453359,-0.384605754,0.121154401,0.399169509,-1.24040447,-0.839270465,0.733938877,-0.785133984,0.401456788,0.209481735,-0.931473603,-0.175972268,-1.11788684,-0.547385851,-0.647493528,-0.476493912,-0.46794737,-0.27205169,-0.265197907,-0.318545469,-0.033592131,-0.268025503
1.67825769,-1.7982225,-1.38792416,-1.70496674,-1.04666898,-1.72283285,-1.22817953,-1.06316726,-1.31150182,-1.1735526,-1.32709035,-1.27003882,-1.36732481,-2.48487802,-1.536324,-0.669900561,-2.18909232,1.79150111,-1.43785805,-0.324493099,0.640016556,0.075921444,-0.692141426,0.072552294,-0.891986543,-1.13390205,-0.489909338,-0.946783877,-0.762130355,-0.996330058,-0.469227376,-0.473215629,-0.604314887,-0.567067794,-0.876160718,-0.967375811,-0.884683488,-0.684385956,-0.533489219,-0.508517988,0.555651761,-1.87684636,-0.132903882,0.775601463,-0.869843906,-0.165073596,-1.36826682,-0.679920953,0.191216644,-1.11192138,-1.11363774,-0.439813703,-0.305438963,-0.154093338,0.111475564,0.39663302
0.953251652,-1.22334359,0.529780787,-1.35125005,-0.827363894,-0.436343071,-0.344708538,-0.328408351,-0.551779097,-0.503018232,-0.511668485,-0.49500729,-0.395213201,-0.995259186,-1.60794492,0.250225689,-1.19166208,0.370053357,-0.770505726,0.425320694,-0.583517555,-1.06028607,-1.10551696,-0.419827468,-0.506484652,-0.898809315,-0.584079139,-0.324492902,-0.728536569,-1.01961161,-0.408669244,-0.181805232,-0.572688839,-0.580225758,-0.389455012,-0.381046851,-0.322198751,-0.232278987,-1.27820905,-0.854737102,1.16889771,-1.14135935,0.671210913,1.02165832,-0.910866139,-0.18330589,-1.11788684,-0.208276208,0.191216644,-0.396398012,-0.398575677,-0.466731827,-0.332266333,0.736689037,0.7594446,-0.268025503
1.56800098,-0.593883545,-0.669748445,-1.12631918,-0.838906235,-1.18722538,-0.388596239,-0.65762917,-0.791954765,-0.611721322,-0.731876225,-0.764747005,-0.695914796,-2.3241577,-1.18429474,-0.527793243,0.243770048,-0.222790687,0.937455214,0.793053097,0.998149648,-0.072816878,0.38189715,-0.442885858,-0.503771829,-1.37391737,-0.477921301,-0.036490229,-0.651684772,-0.871165459,-0.394648378,-0.19096493,-0.450950044,-0.449204979,-0.104704128,-0.222137676,0.010801024,0.146550357,-1.03261818,-0.761461258,1.33100828,-0.84470231,0.92157834,1.61249934,-0.860173327,-0.183016635,-1.11788684,-0.49690802,-0.647493528,-0.503192545,-0.494628791,-0.313792756,-0.385921074,-0.537814977,-0.101290389,0.529564725
1.32911756,-1.28796937,-0.747889896,-1.51402022,-1.19549367,-1.0707233,-0.824908083,-1.20347175,-1.2147182,-0.932375648,-1.14488276,-1.00859857,-1.13242933,-1.127254,-0.771016944,1.05497875,-1.22223757,-0.726329874,0.528399058,0.646942415,-0.550406294,-0.225268466,-0.637205971,-0.07179688,0.198877749,-1.62222831,-0.023065335,-0.293635472,-0.693052315,-0.936530888,-0.478532226,-0.089230289,-0.523168545,-0.542399861,-0.439331053,-0.625237459,-0.279514942,-0.027443745,-1.12712908,-0.797736886,1.21053221,-1.1083247,0.720305003,1.39339915,-0.789567619,-0.163666261,-1.11788684,-0.265815123,-0.647493528,-0.401737739,-0.393239393,-0.085545888,-0.466403186,-0.441884567,0.024434947,-0.268025503
1.65622845,-0.09285756,-0.061172328,-1.01235764,-0.177140976,-0.543840568,-0.445349427,-0.250039158,-0.364251782,-0.426406225,-0.33414639,-0.289508587,-0.368506484,-2.10986571,0.187612778,2.34651977,-0.109434274,0.534532814,-2.08999556,0.147438004,0.156934277,0.376942305,-1.15960843,-0.621724173,-0.497925229,-0.217295766,0.025972421,-0.653638299,-0.431975555,-0.788278945,0.034103499,-0.334108882,-0.276649727,-0.240726773,-0.464966398,-0.484766963,-0.531076884,-0.467516389,-0.922974186,-0.698236018,1.37726134,-1.52500125,0.72412171,1.45944647,-0.412683786,-0.157548823,-1.11788684,-0.07929587,-1.06684861,-0.620666532,-0.606690757,-0.300889166,-0.385921074,1.44931494,1.30103066,-0.268025503
1.49590654,0.050231829,-0.356049653,-0.934741391,-0.27098311,-0.648806149,-0.16243875,-0.432524492,-0.482317831,-0.499338263,-0.468678013,-0.408053033,-0.491360186,-2.35460933,-1.0724922,0.505345958,0.89723796,0.501732871,-0.717156363,-0.451170392,-0.589076379,-0.053820656,-1.75545009,1.13306945,-1.02565514,-1.19295837,-0.022628415,-0.03137921,-0.720401177,-0.891502682,-0.572782479,-0.269578053,-0.458587582,-0.444703868,0.043653118,0.051447651,0.105344115,0.119147043,-1.18584344,-0.827791796,1.28930922,-0.843541823,0.884230282,1.76917562,-0.753299365,-0.186070142,-1.11788684,-0.233662314,-1.06684861,-0.545910359,-0.531982779,-0.290530495,-0.42616213,-0.318545469,0.082462025,-0.268025503
0.856581538,0.507824264,-0.563309162,-1.00481998,-0.26656667,-0.879183658,-0.33604474,-0.229424107,-0.494396186,-0.488349415,-0.506710809,-0.296991739,-0.544662319,-0.574178948,-0.794645606,0.188269979,-0.642530379,-0.454744657,-1.13976313,-1.28383103,1.1013665,-0.673651581,-0.880914583,0.189370538,-0.335001514,-0.768081868,-0.553937235,-0.602209765,-0.907443759,-1.04624469,-0.69022141,-0.346329461,-0.701876715,-0.691272406,-0.689276949,-0.592310509,-0.631658084,-0.5467662,-1.09582144,-0.805591186,0.458943626,-1.4725189,-0.081630528,0.40153465,-0.863522486,-0.187876119,-1.11788684,-0.914122256,-0.647493528,-0.871633685,-0.862832392,-0.907958646,-0.385921074,-0.414475879,-0.014249772,-0.268025503
1.47141471,-0.981978685,-0.03308347,-1.26720619,-1.25416019,-0.818967074,-0.265254642,-0.87016649,-0.812494447,-0.715283853,-0.771533184,-0.764546501,-0.745229355,-2.18770092,-1.24557074,-0.538260776,-0.347376993,-1.0491388,0.408438228,-0.639195461,-0.789525461,-1.36930997,-0.655933004,-0.875076842,-0.777604072,-0.746026603,-0.368495651,-0.42223998,-0.789692397,-1.06307034,-0.529726954,-0.254483583,-0.576842846,-0.572971,-0.419487195,-0.433147301,-0.421172677,-0.341997839,-0.963379955,-0.725971414,0.942844317,-1.26283383,0.425308365,1.0714443,-0.662591972,-0.183016635,-1.11788684,0.273084907,-1.06684861,-0.396398012,-0.382566825,-0.470501682,-0.399334759,1.35338453,1.24300358,-0.268025503
0.543468052,-0.409855417,-0.57766843,-1.26480152,-0.233944298,-0.912734888,-0.336004747,-0.426922449,-0.73883757,-0.722564826,-0.644445941,-0.539309254,-0.626694992,0.457339439,-0.127149877,-0.766002991,0.833089837,0.843743629,0.302477411,-1.19487727,0.227775899,0.001339206,-1.24748143,-1.55761097,-0.862046845,-1.589394,-0.583774873,-0.756496397,-0.914297451,-1.02823767,-0.682950265,-0.344385696,-0.64008907,-0.625832831,-0.668765489,-0.642310871,-0.61544149,-0.494210974,-1.27696603,-0.860992045,0.404638741,-1.68255905,-0.201697642,0.511337017,-0.652108888,-0.165532779,-1.11788684,0.019509971,-0.228138442,-0.513871999,-0.510637643,-0.787742267,-0.385921074,1.16152371,1.09793589,-0.400957209
1.58875967,-1.38869469,-0.825736702,-1.28221941,-0.294447872,-0.463009049,-0.466905795,-0.914963726,-0.828997954,-0.526916958,-0.647575246,-0.602085886,-0.588661637,-2.23705159,-0.80154832,-1.85259806,-0.195989558,0.057571014,-0.217027785,-0.446364581,-0.441649813,-1.40985726,0.047934406,-0.427128032,-1.25182505,-1.00058397,-0.488272336,-0.535351487,-0.909021279,-1.24399195,-0.551498701,-0.111707639,-0.69114219,-0.717539561,-0.737743257,-0.673867515,-0.552873803,-0.386754526,-1.0125367,-0.731956209,0.642987602,-1.39068547,0.111588778,-0.296640615,-0.967798944,-0.182134037,-1.11788684,-0.732074891,0.61057173,-0.962409038,-0.969558074,-0.976709216,-0.278611592,-0.222615059,0.043777306,1.19422325
0.823028166,-0.514434707,-0.166563068,-0.859528059,-0.903599923,-0.949980378,-0.418855453,-0.457638609,-0.688694337,-0.706550307,-0.538950398,-0.655210637,-0.701008352,-1.69689199,-1.66462277,0.132812981,1.80654002,2.59264052,0.05427381,0.05237767,0.499179416,0.383144788,-0.493169663,-0.969436581,-0.503748018,-0.7915249,-0.415633493,-0.19592028,-0.776528573,-0.971790817,-0.587965716,-0.39894276,-0.505428558,-0.473768524,-0.579527218,-0.297599386,-0.252005703,-0.181931886,-1.11757147,-0.767685239,1.21106986,-1.01530368,0.753321335,1.36604988,-0.875240831,-0.187876119,-1.11788684,-0.347874018,-1.06684861,-0.674063799,-0.660053597,-0.52092841,-0.090819999,1.57265404,1.17530532,-0.135093802
1.19699168,-0.720876502,-0.087444669,-1.4795358,-0.839047381,-1.06060623,-0.38950787,-0.683555221,-0.839323996,-0.722666948,-0.909632804,-0.721545836,-0.790188593,-0.061035187,-1.17774348,1.06748456,-0.634331568,2.47672803,0.83055103,-0.361892646,0.070323784,0.741518166,-1.00522565,-0.218183462,-1.34351888,-1.05906394,-0.375349725,-0.355349816,-0.773538215,-0.922301193,-0.63825681,-0.528184315,-0.451803926,-0.395941662,-0.531748888,-0.595305609,-0.342448976,-0.134460453,-1.15267256,-0.818458767,0.971810237,-1.18101245,0.479751009,1.05513163,-0.737854985,-0.178365103,-1.11788684,-0.635214232,-1.06684861,-0.647365165,-0.633372177,-0.733387112,-0.345680018,-0.565223665,-0.149646287,-0.268025503
1.09069906,-0.995525677,-0.017942155,-1.409319,-1.54065193,-1.09876757,-0.594752644,-0.741107872,-0.966279393,-0.917428666,-0.882381166,-0.8118399,-0.877537422,-0.268082182,-0.828595389,0.706149724,-0.83740981,0.12863554,0.834634126,0.835288376,-0.358497378,-0.559926783,-0.140267618,-0.23815234,-0.819829285,-0.320937662,-0.408069399,-0.2319201,-0.656696058,-0.915232156,-0.347851424,-0.287542903,-0.462632841,-0.446122734,-0.21271841,-0.299535291,-0.096951793,0.039312939,-0.88911352,-0.708346732,1.2794092,-1.04892814,0.803262367,1.39282763,-0.724772059,-0.18330589,-1.11788684,-0.286054446,-0.228138442,-0.407077465,-0.403911961,-0.406343476,-0.42616213,-0.537814977,-0.07227685,-0.268025503
1.69372686,-0.183476684,0.77427477,-1.29032273,-1.26604356,-0.718959996,-0.599005346,-0.727853356,-0.552700806,-0.640234259,-0.676789118,-0.707969673,-0.65063477,-2.76034364,-1.53647684,-0.045330736,-0.023256253,-1.26435415,1.80308596,1.70537642,0.630317698,-0.521513585,0.279695425,-1.02035023,-0.647158968,-1.03027294,0.258290335,-0.139347812,-0.954658296,-1.03400265,-0.88006551,-0.747483512,-0.671431156,-0.594430866,-0.276225248,-0.407025057,-0.017641326,0.215390188,-0.664673054,-0.63576669,-0.029979603,-0.945533119,-0.344373211,0.368729793,-0.62061571,-0.174165434,-1.11788684,-0.977540392,-0.647493528,-0.599307625,-0.590681904,-0.743739734,-0.104233684,-0.291136781,-0.130303927,-0.268025503
1.24568267,-0.426128043,-0.221886528,-0.917036881,-0.55116047,-0.783767995,-0.047338987,-0.367438173,-0.556271394,-0.457285197,-0.527884299,-0.40958374,-0.439898612,-1.97218575,-0.694787809,-0.771195274,0.038775002,0.949998752,-0.18235475,-0.041613025,-1.72499995,1.82384386,-0.213104338,-0.585975496,-1.54314564,-0.409015619,-0.340729339,-0.324492902,-0.535680359,-0.781048621,-0.442548885,-0.314124894,-0.247386493,-0.212796354,-0.277408023,-0.434996497,-0.221172797,-0.057002777,-1.21299736,-0.840620863,1.33963151,-1.14441552,0.824086037,1.46303635,-0.544670936,-0.18526456,-1.11788684,0.053542233,-1.06684861,-0.529891179,-0.515973927,0.34843073,-0.42616213,-0.400771535,0.024434947,-0.268025503
1.01331358,-2.07056306,-1.1623312,-1.82964388,-1.41271046,-1.82066856,-1.07625335,-1.54468053,-1.51808775,-1.25286818,-1.41533361,-1.36534609,-1.44312654,-1.70218754,-1.35856219,0.334982616,-2.14607819,-0.672147078,-1.71922675,-1.32104622,-0.831628535,1.08399843,-1.44695908,-1.01201075,-1.25061491,-1.09485623,-0.543536255,-0.802783055,-0.621465385,-0.979217394,-0.348528597,0.116820094,-0.375697351,-0.418567763,-0.785208529,-0.645835711,-0.777710942,-0.72247267,-1.31735238,-0.857895751,1.25046338,-1.73218,0.537843469,1.37856041,-0.62033811,-0.187624217,-1.11788684,-0.333784764,0.191216644,-0.631345985,-0.633372177,-0.777616627,-0.318852648,-0.263728092,0.043777306,1.19422325
1.36828209,-0.312827881,-0.806515948,-1.29761634,-0.585603293,-1.04377375,-0.358435588,-0.500237953,-0.798244632,-0.759383523,-0.663179327,-0.570757356,-0.659701265,-2.32813598,-1.41040027,-2.56986246,-0.264567668,0.386824223,-0.336571913,1.0970233,0.062586633,1.83945287,-0.626044744,-1.22186811,-0.928729984,0.277196766,-0.251476938,-0.386239646,-0.708386172,-0.99492745,-0.402672683,-0.21679468,-0.465364813,-0.460395201,-0.321019818,-0.241673464,-0.306358226,-0.292121882,-1.08627669,-0.786819126,1.07862252,-1.21577414,0.563910285,1.04023923,-0.663262472,-0.175972268,-1.11788684,-0.781486468,-0.647493528,-0.631345985,-0.622699609,-0.678125348,-0.399334759,-0.537814977,-0.091619209,-0.268025503
1.34959653,0.158139199,0.500548842,-0.906465902,0.018341712,-0.44779138,0.060879931,0.088234421,-0.253659979,-0.139401238,-0.09710398,-0.166230845,-0.026698142,-2.69652179,-0.879558505,0.704309578,0.770521267,-0.269452798,0.420806159,1.72099109,1.36212713,-1.23133016,-0.996664172,-0.717557912,-0.533446198,-1.21485135,-0.180545421,0.122907937,-0.721347572,-1.01278938,-0.354194538,-0.230899139,-0.488963975,-0.483242658,0.295663074,-0.086703895,0.179899069,0.306585883,-1.14145943,-0.796115633,1.19551852,-0.699837132,0.849537567,1.15536124,-0.754202001,-0.169038426,-1.11788684,-0.856136762,-0.228138442,-0.449795279,-0.446602234,-0.834046293,-0.305438963,-0.441884567,-0.091619209,-0.400957209
1.13395496,-0.837702098,-0.346566863,-0.764498878,-0.355893652,-0.672992875,-0.001809092,-0.31764665,-0.516007844,-0.447708845,-0.375336985,-0.31060137,-0.411191247,-1.45728954,-0.092693053,0.61007949,-1.38002515,2.39187391,0.339523329,0.568112398,-0.35856632,-0.521753244,-0.89845783,-0.266599575,-1.00576267,-0.544058323,-0.352123827,-0.442779714,-0.838055591,-1.01034059,-0.590681896,-0.337927627,-0.635141883,-0.621605685,-0.624907921,-0.64657757,-0.315617328,-0.066085864,-1.03153786,-0.776113998,0.76600587,-1.28971214,0.256875358,0.981324697,-0.851322761,-0.179983919,-1.11788684,-0.355305372,-1.06684861,-0.455135005,-0.44126595,-0.719707554,-0.412748445,-0.565223665,-0.101290389,-0.268025503
1.99275757,-0.113330392,-0.025396698,-1.50712958,-0.100390486,-0.283949182,-0.191315245,-0.085538151,-0.581502446,-0.231125583,-0.340323376,-0.250663437,-0.265815084,-3.2497618,-0.779620168,0.693974545,-1.49416639,3.07008407,1.79493424,-1.62720213,-0.232806675,-0.270510917,-1.64433353,-1.70098934,-1.03158891,0.338940592,-0.58157389,-1.02907087,-1.11013552,-1.27116187,-0.861766123,-0.599570015,-0.766510183,-0.719371282,-0.97188249,-1.07577212,-0.847918273,-0.568166806,-0.492135726,-0.548731459,-0.830118537,-1.92158735,-1.38413071,-0.665005923,-0.68424075,-0.169456713,-1.11788684,-0.925925988,1.4492819,-1.19201728,-1.20969086,-1.20211945,-0.211543166,0.352967399,0.401610953,-0.268025503
1.49087922,-0.102123943,0.175942685,-1.43374854,-0.90288312,-0.887687155,-0.253428003,-0.269116908,-0.602668039,-0.586331727,-0.583281577,-0.428955048,-0.467589949,-1.74096621,-0.424913845,1.82721348,-0.808040422,1.26274112,-1.2345604,0.546544202,0.251431555,0.502618918,-0.740242362,0.688353856,-0.87223056,-0.483281311,0.004306211,-0.591955841,-0.297110798,-0.660153833,0.289282412,-0.408633855,0.099450369,0.171475152,-0.429976821,-0.292027231,-0.381415316,-0.368922218,-0.865352476,-0.714569608,1.31220605,-1.46672632,0.686229656,1.75646757,-0.556411111,-0.186070142,-1.11788684,-0.14452581,0.191216644,-0.615326805,-0.617363325,-0.418345521,-0.359093704,-0.359658502,0.005092588,0.662496427
1.04563223,-0.877539427,-1.04253438,-1.69554371,-1.3183674,-1.43965844,-0.839087956,-1.03954208,-1.13198296,-1.1675728,-1.25164777,-1.08530218,-1.19868307,-0.7461962,-0.859013275,-0.369919613,-1.76890563,-1.25638799,-0.229068722,0.41510581,1.55109818,0.493682158,0.281657526,-1.49714928,-0.953343535,-0.873694275,-0.125742795,-0.345064521,-0.662919964,-0.868379187,-0.526245775,-0.342496316,-0.365330933,-0.333750222,-0.321627855,-0.431749221,-0.295732182,-0.164759093,-1.0540954,-0.795154018,1.0934727,-1.17079176,0.592951407,1.23213498,-0.6466616,-0.183877169,-1.11788684,-0.536942909,-0.647493528,-0.690082979,-0.681398734,0.359805675,-0.466403186,-0.428180223,0.034106126,-0.799752325
1.30656394,-0.264447798,-0.901034203,-1.11290441,-0.847923006,-0.751425852,-0.33855196,-0.371702913,-0.561740715,-0.671256618,-0.533995987,-0.608952618,-0.629207008,-1.22820764,0.501715548,-0.878061196,-0.033783427,1.67507059,-0.984740055,-0.279138324,-0.999562546,-1.70411574,-1.46113909,-1.02978753,-1.13028038,-0.345344558,-0.294045398,-0.679352824,-0.755491491,-0.79309891,-0.767174531,-0.43558359,-0.506280304,-0.468788818,-0.754796532,-0.783191316,-0.666859494,-0.483980597,-0.991831094,-0.770467216,0.498252115,-1.57441023,-0.081070925,1.14511526,-0.69989774,-0.143808221,-1.11788684,-0.520146997,1.02992682,-0.583288445,-0.596018188,-1.04916386,-0.359093704,-0.38706719,-0.014249772,0.795428132
1.13608754,-1.24397761,-0.309662527,-1.48107127,-1.59695709,-1.37115026,-0.860633932,-1.0869793,-1.24876939,-1.24796809,-1.1573703,-1.15470244,-1.15589006,-1.51700932,-1.0999859,1.72687846,0.11047792,-0.246386811,-1.72517632,1.11360099,-0.671036434,-1.47281872,-1.92110044,-0.996829515,-1.28204411,-1.55022671,-0.439866086,-0.818211255,-0.881704336,-1.11376133,-0.565080093,-0.420268154,-0.678912787,-0.654957409,-0.816410187,-0.97097014,-0.719980604,-0.44846463,-1.14616239,-0.823876854,0.618699925,-1.74053797,-0.029981488,0.439126714,-0.658904031,-0.143808221,-1.11788684,-0.732568183,-1.06684861,-0.892992592,-0.878841245,-0.817094925,-0.318852648,-0.524110633,-0.139975107,-0.268025503
1.38824658,-0.438262015,0.217935228,-1.34174743,-0.996321495,-0.562541529,-0.233909343,-0.433086577,-0.457352111,-0.657978922,-0.592041434,-0.457900044,-0.557354436,-2.00174352,-0.837736772,0.095436718,-0.303736377,-0.440181015,0.08929699,1.13979855,0.726515019,-1.90496813,-0.478389289,-1.61142032,-0.301379946,-0.128300172,0.109143499,0.081796584,-0.568402914,-0.787641536,-0.467204169,-0.392073115,-0.369931503,-0.330681783,0.152357046,-0.32870979,0.146789596,0.402540938,-0.85049972,-0.716280554,1.18608132,-0.732495121,0.829564906,1.75158168,-0.585227183,-0.171088448,-1.11788684,-0.417263287,0.191216644,-0.519211725,-0.521310211,0.33594648,-0.345680018,-0.332249813,0.014763767,0.795428132
